"human_adipose" "human_adrenal" "human_brain" "human_heart" "human_kidney" "human_liver" "human_lung" "human_ovary" "human_pancreas" "human_sigmoid_colon" "human_small_bowel" "human_spleen" "human_testis" "mouse_adipose" "mouse_adrenal" "mouse_brain" "mouse_heart" "mouse_kidney" "mouse_liver" "mouse_lung" "mouse_ovary" "mouse_pancreas" "mouse_sigmoid_colon" "mouse_small_bowel" "mouse_spleen" "mouse_testis"
"TMEM38A" 56.45079 195.0461 33 778.1518 35.7663 52.1903 40.05766 153.4897 15.7144 32.9165 20.0812 10.84938 108.50578 38 25 225.9996 309 53 7 39 20.99997 36 20.00005 9 103 14
"TMEM38B" 192.7381 1563.81485 754.00002 1911.80147 408.00049 299.7568 689.71092 753.00543 74.74656 369.60165 469.9164 116.8014 1536.74796 256.00044 412.0004 202.99979 353.00001 693.9998 1025.00008 878.9999 329.99997 139 496.0001 168 365.00027 1278.0043
"TMEM39A" 570.9999 3621.99969 227.9996023 634.9999 214.99985 808.99976 743.0001 1879.00293 1057.00051 756.9999 873.0009 545.00023 791.999700021087 1107.99933 408.0001 136.00005 99.00001283543 216 212 318.0000418228 694.0003 323.00031 643.00018 363.99961 985.999209 520.0002
"TMEM39B" 81.00001 359.16198 12 42.01156 10 38.00272 17.0000044908 289.1337 30.02304 20.00005 14 3 116.40134 38 10 7 4.000003 10 11 8 12.99997 19.000036 18 8 150 207.0001
"TMEM41B" 361.6743 1555.06258 281.103744 751.7748398 478.30817 1394.34788735023 2252.34898 633.0820234 804.49232 850.4386 5557.04134771 571.0192 543.1856128 1590.79476 1718.0049 1915.03081 988.9997 2458.99806 1374.00318 2397.00428 2624.17846 177.11875 2482.6885 4080.5763 1193.50272 5872.403
"TMEM42" 45.5 213.4996 31 95 38.5 59 58 185.9999 52.5 118.5002 63 35.99996 141.5 116 91 100 25 118 82 228.9998 99.99998 44 87 75 238.99973 119
"TMEM43" 1402.787 4220.6887 925 1978.62779 414 497.8954 1656.94767 7196.951 578.11768 2308.99735 1464.0023 1092.0049 889.00039 912.99953 299 204 82.00003 163 64 911 466.99983 209.00047 528 185 1184.00194 112
"TMEM44" 197.14114991 88.06559 37.00005 179.00311 25.99998 87.07076592945 92.99998 310.0778 57.00003 267.02295 89.00305 61 70.0366 140.09018 39.94937 391.10322 46.05277 47.7493 29.00001 157.1417 50.01918 108.44528 108.70463 27.60191 197.05776 63.91672
"TMEM45B" 12.200646 167.87311 52.1534 11.49884 308.90697 207.73052 365.0004 18.80276 29.00003 446.275 10253.047 31.2809 24.3867 1262.12373 122.64563 6.28946 6.54538 307.91865 3.042034 53.46664 22.6815 12.0872 5299.00677 3091.60629 77.39031 156.71451
"TMEM47" 1296 2386 553 2719 961 707 3172 4077 194 4864 6 281 575 783.89899 3246.17 7355.62 986.624 638.064 309.998 4211.01 5598.65489 117.344 1734.84 536.036 346.80211 649.24747
"TMEM50A" 1533.00554 6214.98527 2886.9992 2057.99539 1250.99806 953 5588.0005 5077.99578 748.99996 2840.99666 6861.99606 1462.00229 960.9996 475.4165 1168.1418 365.24238 106.08146 221.1068 441.5643 1055.50827 557.31024 196.299 432.9369 271.33296 2234.776 217.3735
"TMEM50B" 635.47798 2296.410055 723.85932 1496.95857 869.328582 823.558041 2327.993966 1870.1718 886.37311 1834.05887 3456.89576 651.158673 964.215977 1467.00167 1330.9967 1364.999 461 801.9998 105.00027 2237 1091 124 1599.00146 1500 1538.0036 1969.00457
"TMEM51" 76.000072 707.9002 28 58.21132 113.0000526775 10 138.4903 419.6271 242.0003 163.9046 232.0000425771 42.562 38.6333000164471 102 0 1 1.5 14.5 6 4.5 1.5 11.5 9 2.5 171.5 3.5
"TMEM52B" 42.7992 30.34381 3 6.3686 4453.65591 5.4511 140.3654 11.6427 22.726876239 2.03714 3.02933 1.00066 23.22363 13.2675 5.01209 1.00934 3.0107 16952.81825 11.0447 8.02917 6.00992 4.02896 9.04369 7.09447 30.7697 17.76018
"TMEM53" 117.351500019667 447.13233969 17.0222 117.57961553 9.665407 123.65835 24 190.485239 18.98655 20.33079 39.1826 7.08984 60.13327 33.00005 20 1 2.000000101006 10 26.99997 2 4 2 16.99998 4 13.00001 436.00046
"TMEM59" 2335.2156 14114.8421 7089.0046 6421.353 5400.2632 6339.45036 11549.0442 9708.4547 2761.2879 6295.7384 23670.1739 2909.0107 4180.986 4963.999 7886.00221 4246.00336 1312.00326 10512.0143 6759.99866 9568.0005 6113.0047 593.99992 11236.9762 7374.99511 5019.00195 3561.00378
"TMEM59L" 7 96 12 8.999997 0 0 0 4 3.999999 10.99999 0 1 11 3 12 117.99997 0 0 0 4 0 23 1 1 1 52.99996
"TMEM60" 114 516 310 241 239 238 551 554 165 275 294 243 320 243 326.00002 606.00049 203.00009 389.00014 232.9996 591 331 22 354.9998 271.0002 536.9995 2978.9979
"TMEM62" 253.0697 938.99976 180.00012 402.9996 106.00003 384.76475 547.99984 728.02327 203.999532 534.0006 2329.99999 309.74759 197.99999 447.99954 786 701.0006 75.00009 710.00029 658.00026 372.99987 277.00023 42.00001 617.99967 348.00011 821.99916 290.00003
"TMEM63A" 1039.91574 1462.87131 58.000002 710.26821 22.999985 558.25625 56.000405 1655.11477 486.70654 318.23016 287.93216 74.99996 148.4127 150.000500064374 150.999610020438 75.000030328069 11.000000040802 35.9999700410521 53.9999823 114.000260506763 61.000031 279 318.99965493 41.00002 1237.99999 29.0000000536749
"TMEM63B" 325.99965 2501.99780035876 31.00003349263 357.99976676075 4.9999941 272.99979 72.9999780606 1314.0003620206 56.0000361342 78.000010182633 105.99998144888 7.999995 596.9999788255 170.00006 59.00001 106.00005 58.00003 94.99994 202.99992 57.99997 55.99995 317.0003 178 44.00003 431.26796 15.99995
"TMEM63C" 13 883.00025 72 17 0 0 0 187 25.00001 17 4 3 280.99982 3.0000003 5 91.9999736 0 1.00000041 0 0 0 3.9999983 5.00000482 2.999998582 43.0000517 201.999646926
"TMEM64" 447.07171 2435.5466 331.50177 541.34146 603 604.15066 1487.48061 1596.5557 249.37112 1562.5365 3048.2786 605.50865 952.6105 14859 4171 1733 1034 10656 2630 1665 7762 165 1407 1955 2432 3727
"TMEM65" 405.271 1060.15 765 4290 444.21 312.259 647 1238.41 314.565 758.076 10586.2 611.933 395.99 1884.37 3026.65 4640.04 5986.45 3467.94 357.889 2952.46 5464.32 181.036 2012 2356.38 2211.19 1181.79
"TMEM67" 89.1137304 658.189033019744 167.01632 1512.01273 150.796203 69.406895664551 311.0493108 457.77047 111.40073 363.2932953 95.609247 122.0143863593 953.42557102402 351.14093 221.03751 360.02979 44.00895 312.00431 142.02492 328.99987 546.00759 33.04302 304.0571481 117.01496 403.51893 3253.4361
"TMEM68" 169.38238 1169.27042 467.99999 277.451920024722 307.23524 269.67981 711.131530033571 616.48542 152.74919 447.144458 1487.52406 290.36608973 343.30734 620.28711 1229.35265 2568.62043 253.08974 1239.58231 553.44025 1845.195 1528.71346 66.72743 1319.08363 1607.97508 1459.99698 747.35593
"TMEM69" 291.0001 1370 305.0001 919.994 227 272.9998 544.9684 811 157 592 968 358.9996 396.9996 766.99764 818.045 471.075 585.9265 899.33613 648.661 618.3012 617.16263 109.14868 914.4243 866.51337 828.24874 986.20003
"TMEM70" 187.0003 2158.00455 418.00015 810.00073 386.99977 503.00034 1220.9999 656.00349 219 534.99933 778.819960149046 347.00017 703.02229 762.11561 2119.635 1285.948 1107.746 2426.841 1209.118 1145 1197.403 35.855604057 1187.035 1095.415 907.782 1235.279
"TMEM71" 23 64.00003 8 784.99985 9 41.999949 211.99984 87.00004 9.9999984861 303.99998 33.99998 428.000358 42.00005 133 926 26 251 75 34 1333 212 21 121 153 2176 31
"TMEM72" 8 0 0 3 520 3 0 0 53 61 0 0 35 2379.44 1170.73 2577.22 1570.95 5822.27978 1662.02 569.291 2118.12 660.949 3790.23 2696.74 7874.22 10544
"TMEM74" 25 10 192 116 5 54 5 52 11 86 0 1 38 1.07635 107.257 490.454 1.07729 1.01264 1.03553 13.5327 107.947 0 27.9576 9.15279 14.4972 19.3294
"TMEM80" 200.9366 349.5372 38.99996 166.17207 81.000003 126.94618 107.00008 396.8782 101.0343305 202.038245 511.246397 115.06938 163.2429 283.85954 174.1909 194.42599 55.1035900103214 202.991219 109.4317 294.54455 115.33253 82.3704 244.77659 190.29579 880.61168 404.16633
"TMEM81" 23 127 33 44 27 32 24 55 24 53 32 33 65 72 29.99998 45.00004 15.99998 29 36.00002 84.00004 68.99995 33 52 58 436 445.0003
"TMEM86A" 89.9448 170.877 30.9393 122.971 112 44.9602 159 836.20193 19.9127 40.4426 12 18 94.9253 50 33 8 8 59 21 19 291 16 5 98 591.00039 95
"TMEM86B" 15.99996 55.00001 1 6 0 9 1 21 7 3 1 0 10 47.00005 11 12 2 40.99997 390.00047 7 5 46 15 329.99951 282.00024 98
"TMEM87A" 916.31802 3610.71331 1510.99585 1047.0002876029 498.00046 695.10507704537 3653.00561 3386.58901 796.32441 2175.9982 2804.99686 715.99945 2109.9114 1531.5725 1550.6945 1053.4592 324.08495 1158.367 395.0512 1462.96033 2149.9138 213.95972 4023.1658 1505.4356 3387.47161 1798.83580013325
"TMEM87B" 673.9996 2384.99632 324.00009 436.99916 255.00028 430 1432.0028 1545.99901 478.515093 1211 9902.99889 1039.99970076 611.9998 2173.4366 2262.01772 1220.8742 678.0385 1950.8972 902.18538 1424.0072 2786.7501 155.6365 5446.8552 4046.0986 2501.4091 1644.8711
"TMEM88" 235 112 0 68 1 6 1 46 0 1 0 2 2 24.4207 16.0996 0 3.59724 10.7274 1.1099 22.7525 15.5021 102.472 1.1701 5.53347 52.3719 4.6269
"TMEM8A" 165.9999 501.67091 2 61.99996579 13 34.000041 12 308.19211 70.99999 8 26 13 127.33094 312.0004 26 24.00001 5 615.0004 116 63.99998 29.00005 269.99996 445.0003 340.0002 744.00062 818.0007
"TMEM8B" 130.551745256 1089.92645 201.3235 530.3994 84.182716 120.0264433 83.0212 1829.81968 122.2967 433.87389 80.522628 64.51934 316.9818398 327.6180937831 92.0857142863 589.70207563 84.330128712 90.7343701061 42.92210465562 106.4630158441 243.072807527 54.353200171711 140.4940173838 38.05179176258 246.1801010409 1202.98420266
"TMEM9" 147.99963 3619.00534 159.99981 230.00032 195.00017 228.99952 206.00035 1511.99531 202.0005 171.9996 28.00000106953 47 331.00044 76.99995 55 52.00002 10 83.00002 29 46 80 91 27 11 162.00006 47.9999644
"TMEM91" 71.45851 43.131795 0 38.177413 9 32.11843 30.62461 166.64524 57.46739 83.0256 16.54331 41.0412 42.72887 39.35433 6.02684 61.2023 9.49359 5.36339 1.00021 7.69541 7.00127 14.36523 24.31959 4.0008 79.23994 119.9209
"TMEM94" 586.75202457 6703.25789 26.00000150042 237.229814777 16.4104 95.999973 20.999953 737.6121 90.99996 43.000012 51.99998 22.0000311 284.00001 132.4676 64 17.6864210122254 34 57.0964 74.72145096 22.9594 58.00004 151.252 93.84013 45.4859 401.22072 187.999892013769
"TMEM97" 130.3716 27841.311 1379.074 163.53713 183.5316 1340.35298 786.11979 2905.623 1242.809 316.948000629612 122.7254 97.4787 2487.89408 345 167 105 15 199 885 208 283 1307 378 272 263 9523
"TMEM98" 116.14764 1160.307 799.0046 231.88621 221.99986 154.21179 692.33378 4699.04907 405.06043 517.04507 2534.68433 135.05775 470.2586 97 293 25 24 39 122 147 251 123 343 459 116 56
"TMEM9B" 548.99992 2733.00245 1047 1761.00009 869.00065 578.99959 2330.999 1456.99993 441.00029 732.99981 4530.00258 632.00011 884.9992 1122 1219 1793.00302 327.99956 1873.00209 557 1964 872 112 1716.00406 2032.0047 1387.00334 1232.9986
"TMF1" 789.01289 5039.40373 340.00006014 972.39389 553.00046 719.69751 1768.99628 1643.70024 837.502580113794 1631.240955836 5086.0675 1096.2109 1677.48743 2376.34 1806.121 1387.11714 680.85021 1882.724 829.981119 2759.89 1889.8406 182.36658 3707.17 2022.6598 3216.18 20037.24
"TMIE" 4 187.0001 2 5 0 2 3 14.99995 0 10 0 1 7 25 16 31 1 76.99996 176.00022 13 33.00004 37 9 24 226.0004 58.00001
"TMIGD3" 88.647 515.14097 23 39.00001 3.999997 13 559.00031 46.00004 15.00001 35 5 269.99965 1214.78623 23.9999964 0 2 0.9999998247 1 1 14 0 9.99999833 4.00000486492 6 52.999968 2812.7977
"TMLHE" 218.10884 1670.66195 509.46915 1770.81002 318.37587 428.68635 286.28208 1215.46873 83.6819 515.08595 716.63999 189.82078 166.292 452.048 1095.15 220.281 322.275 1499.51 805.762 436.417 718.301 21.8511 1232.09 1830.69 227.411 169.966
"TMOD1" 417.6713 6054 963.91849189 8600.431 214.569500021181 191.4386141 665.039000106152 3725.276 310.4733 1903.351 23.8458 125.84645 254.4745 376.36122 133.748 787.24043 4291.49967 50.8689 5.49615 1488.31 242.86 74.6392 155.133 252.402 199.85238 525.7322
"TMOD2" 574.1815 1541.436 2508.18683 586.13438 177.01919 126.69785 460.09322 1811.08787 164.2105 1630.14689 166.613 350.10449 552.33521 451.76886564 1000.46708 14286.8006 170.9174348 54.21157 13.21842 1871.2416 642.58874 267.3345423 863.552466 275.105000416523 385.53126 3289.1751
"TMOD3" 1618.10169 3001.9666 1466.00091 1247.22375270555 727.074698 1063.62673 2896.08861 3022.09569 324.59448 1189.40851 6438.34983 1034.12283 877.2716 2949.6855 2413.22111 729.0446 979.19586 2293.9098 889.69892 7335.99446 4192.9972 320.30035 4918.9313 5144.05389 8215.10188 1707.67507
"TMOD4" 12.04409 1.80298 0.340348 2.81359 4.90321 5.38676 6.81381 16.72628 7.48095 16.79355 15.34947 9.18069 22.51795 9 13 2 44.99999 0 3 12 1 0 10 2 57.99994 45.99995
"TMPO" 983.47991 2081.63718 8575.79762 1083.30719 550.99963 2124.43184 2081.2038 3789.40883 890.3132 2046.3991 7365.22571 2337.51099 2099.4812 2585.41902 3733.68633 1265.58056 1099 3323.1241 1649.22211 5373.96408 9940.19931 340.41708 5480.54818 5372.08131 10174.58529 4151.22851
"TMPPE" 12 119.00074 8 13 5 12 6 85 6 7 70.99998 18 19.99995 36 17 16 2 48 12 3 30 18 48.0931 11 344 23
"TMPRSS13" 4.002115 77.88137 0 4.59743 7.00024 6.29035 53.41965 29.68604 36.27186 7.00869 3.14229 8.02011 7.87792 21.8447 9.0611 1.03744 6.06278 9.10928 0 30.0424 136.578 4.01067 55.6691 1.0042 35.1475 27.2718
"TMPRSS2" 37.00004 1 0 4.000004 586.99993 420.99992 865.9999 4.000003 950.0004 1217 5462.00068 0 35.00001 162 4.000005 2 2 1976.995 133 849 33 54 8935.9927 2740 7.999996 25
"TMPRSS4" 57.51496 30.3301 6 20.266626 68.41691 17.12936 41.018621 48.63877 7.11331 358.519820604879 944.973999013 14.6253 59.361427 1 0 0 0 2 2 95.99992 1 5 630.00028 493.9999 22.00001 2
"TMPRSS5" 21 3.000002 0 11.99999933 0 12 0 6 5 1 4 1 11.000004 1 3.000004 5 0 0 0 1 1 4 2.000005 0 6 15
"TMTC1" 3845.12362 5095.3087 642.24879 2761.8264 842.99925 193.922195669 1259.79619 3345.15588 163.634921 2404.0257 104.551794 3027.17564 573.40158 889.057 1139.731 1682.904 2459.564 836.168 46.376800036846 1668.0019 2438.13 239.99998354 720.5209 328.0619 873.30357314 1075.2993604
"TMTC2" 339.9999 284.99947 682.0001 200.9996 243.00012 58.00004 578.9997 539.0004 186.00033 2392.99875 290.00021 62.99999 491.00029 504.00021 165.0001 467.99951 174.00047 126 442 2951.995 6346.02081 82.99995 2891.99586 1035.00017 107 1006.12676
"TMTC3" 366 2122.00374 327 448 484 617 843 1101.0034 165 1119 3080.99966 382.00035 397.99955 1683.01875 3229.00273 836.95901 881 2499.05716 609.00565 1433.99898 6012.00283 177.00776 2587.92917 1847.01495 694.02879 1630.01793
"TMTC4" 248.999550018253 553.0002 1117.99684 230.9997 250.00043 478.00684 173.00043 563.00076 273.99966 365.00048 895.00681 202.99997 641.00185 510.99945 277.99977899 346.00059 86.0000525 515.99996 197.00029 412.99996 1001.99997 42.99996 869.00018 640.99986 383.00028 514.99999
"TMUB1" 56 209.0004 2 17.00001 4 59.00002 5 64.00001 39.00001 21 25 5 13.99995 14.00002 10 23 4 18.99999 10 14 10 45.00004 23.00004 31.00003 97.000004 95
"TMUB2" 393.16184 1036.4157 128.00066 371.99061 70.44223 203.072530025513 182.82922 909.85652 210.54913 351.16585 447.93386 144.66651 420.82151 264 117.99999 165.99997 33.99999 118.00004 94.00003 61 99.0001 132 208.99995 145 880.00023 218
"TMX1" 640.34802 2480.18188 1146.378 476.74747 515.327 810.30522 2278.448933 1214.6659 501.40833 1078.52242 4168.4687 885.70784 766.7546 2594.0036 3861.0031 2017.9985 2146.0023 3645.00021 2329.9993 4493.0044 6109.99916 161 4919.99883 3777.998 3705.0017 3800.0037
"TMX2" 1043.78669 7975.8447 1799.97569 2705.96766 1258.90867 1515.25261 1927.38079 3979.25464 767.73616 1695.22144 4441.31594 817.60522 1173.65856 1303.998 2838.753 4244.892 694.9998 3075.9988 1128.9978 1238.0033 1726.9009 125.9679 1165.003 1221.96695 1708.44646 2488.99486
"TMX3" 1220.00676 3260.96504 713.99958 1968.03211 659.99996 1752.9963 1910.573277 1876.09727 767.99967 2368.00457 10143.99595 2324.00046 1064.99996 2631.43861 4991.1972 5673.98612 1837.9974 3793.99852 1487.88968 8277.13272 10511.163 250.99995 6105.0005 3743.73699 5135.0163 2296.83856
"TMX4" 536.822 9234.27594 2924 4786.12 1050.8 1237.65 2245.41 5912.37567 651.746 2887.5 2144.73 957.609 10728.12612 1540.8284 4024.81689 10274.1909 1945.05627 2371.52747 923.031 2094.77058 5375.911 181.81768 1934.2526 506.3146 1441.64445 5487.34363
"TNC" 1362.193583308 1023.7371 226.00036 71.535491 174.9996 64.065344974 295.04282 10562.65252 92.90594 5704.47189 21.0259 199.019 1223.35075 129 275.9998 30 8 198.9997 14 221 1274.0002 25.00004 1693.00017 482.9998 96 211.9997
"TNFAIP1" 1089.88519 3194.88597 662.941 1099.54861 404.073 870.11202 773.297 2729.73602 330.83834 710.66 939.26487 674.092 615.95257 1273.0000007698 766.0000021431 574.0000354877 361.0000179357 943.0000165057 595.00000107246 1826.00000486938 1122.0000307019 343.0002 1632.00000342222 2091.00000135368 1611.0000174393 696.0000221885
"TNFAIP2" 1121.40102 1090.42649 17 365.11464 45.0072 241.6677 327.419 846.62602 510.9734 353.96485 44.41212 358.57218 292.80311 149.99998 58.00003 7 70 205.99987 205.000166 86 45.9999573 78 43 50.0000241378 1144.00192 286.00005
"TNFAIP3" 752.9993 1116.00033 66 179.0001 60 231.9998 1086.99845 3158.9971 384 1449.00324 1086.998092 815.9996 680.00053 161.000091 48.99998 49 19.99997 85 42 227.00017 83.999991212642 25.00000002565 948 262.9999 2947.99948 88.00001
"TNFAIP6" 11 6 16 70.00005 3 3 304.99991 29 4 40 0 63 244.9998 44.149 9.12993 214.053 7 1.01039 1.00957 65.4124 14.1315 14.1812 23.4753 11.0374 26.1188 57.9569
"TNFAIP8" 1010.95099 311.0324 332.49449 281.70544 294.6624 68.12511 1695.25064 534.51813 147.28376 1086.14559 208.78262 2338.09045 257.35182 505.0935 342.18115 376.18657 991.784649 7449.49951 95 1629.27197 891.8813 103.472622 2136.6908257 482.33229 4578.88141 106.600663
"TNFAIP8L1" 279.0359345733 283.5912 88.56363439 154.77523995 58.08429683 617.6520586338 90.3391433 552.05490346 38.64099728 305.01798605 136.29051154 141.45668249 131.90389444 24.2857 26.01989 35.41037 8.03046 12.03595 177.28056 16.00828 24.08123 22 58.3919 27.35155 164.6576 58.0099
"TNFAIP8L2" 88 91 0 14 9 18 270 106 14 22 2 75 19 4 0 0 0 1 3 5 1 5 0 0 506 1
"TNFAIP8L3" 45.20050305418 194.9968 38.32 76.29885 24 22.03189 190.6304 2836.791 19.9765 149.83101 4.08049 285.4331 215.2511 44.0677 12.0027 465.143 11.0112 22 77 301.063 269 7 155.005 1263.3 3.01087 5.01144
"TNFRSF11A" 119.28517 250.60268 337.9999 55.999998903472 21 21.06339 36.9999961 261.5731718 62.0062 357.137 7156.9981 32.00258 144.99998 353.03182 123.907 148.366 38.9365 149.814 50.8925 213.23 223.23999 36.8248 5521.6845 1513.41 645.17452 190.948
"TNFRSF11B" 124.608 231.99958 11 228.9998 216.0001 149.27847 95.08648 80.6518 27.00002 52.00787 32.09641 39.00001 8 196 392 53 5 23 137 175 68 52 207 145 34 7
"TNFRSF12A" 39.99999 834.000494 0 198.00022 5 13 9 147.00025 167.0002 3 8 0 16 14 35.99996 3 8.9999955258 8 9 11 5 32.000023424 11 3 42.99998 0
"TNFRSF13B" 32.00002 11 6 554 0 4 7 22.99999 5 57.65092 15 189.20731 10 42 7 30 5 8.000004 9 203 36 3 91.99998 100.00002 5456.00319 6
"TNFRSF13C" 160.617 44.5642 15.7086 14.4574 3.02902 4.5563 6.18476 18.2327 13.3651 88.2675 29.8087 692.07 14.0697 22.9497 4.79112 21.1444 3.21346 7.18887 4.0189 146.874 7.39712 10.5941 84.5017 37.5861 3127.979 121.437
"TNFRSF14" 127.000003 217.50018 0 32.499986 16.5 33.5 32.9999989057 79.000076 33.00005 100.49998 146.99979 48.500004 9.50000747 21.62641 6.58168 15.0569 5.74663 3.26381 13.8859 14.4136 4.83155 57.1459 52.61586 46.675783 798.7378 32.8591
"TNFRSF17" 17 16 0 0 0 0 47 12 2 38 1 125 36.06321 1 0 1 0 1 0 3 0 0 7 3 30 1
"TNFRSF19" 94 119.00006 130.99969 1682.19456 284.0004 46 626.00045 404.13799 164 141 2 141.00003 242.29894 454 3162.9989 1165 64 52 125 1529.00435 1343 38.000000457519 192 197 100 45
"TNFRSF1A" 1811.32702 5900.70233 39.88333 541.931480011839 160.99963 1328.51391 646.00078 4940.24391 270.14727 609.75777 1018.13621 196.72329 492.45438 327.9997 328.99987 9.0000046 21 118 218 176 150 392.0001 132.00028 161.99988 910.9997 103
"TNFRSF1B" 1287.374 685.238 8 202.3887 9 141.4018 116.102 819.34289 53.7654 85.1669 132.1684 125 74.2862 340.29935 54.5707 13.1145 13.5736 34.6397 161.504 205.036 174.54 152.155 131.243 44.6759 2940.36 61.2097
"TNFRSF21" 1197.44 361.82 974.069 418.697 962.621 98.479 505.438 1367.07 422.327 881.275 602.962 214.907 380.375 748.1007 118.031 1197.0993 136.069 5513.4322 117.019 640.044 301.18718 58.87641 2206.7027 420.314 1404.1371 242.98009
"TNFRSF25" 142.141114 73.80591 12.03398 168.883254 26.1037 21.1797 12.01582 133.89223 40.7264282 113.217 204.24326 67.4748 42.9842321171 11 0 6 2 1 0 5 1 5 2 1 121 2
"TNFRSF8" 36.00002 2 0 5 0 0 1 9 2 2 0 0 14.99997 5 2 8 0 1 0 5 1 0 3 1 44 25
"TNFRSF9" 40.8703848 39.67351 5.01217 31.687 3.000002 29.146211 28.012586 87.6002 22.38417 41.07847 53.66604 84.2085 41.57018 6.05528 6 12 0 2 1 22 44.9734716611332 8.00045 10.9587 12 192.03903 21.000008
"TNFSF10" 1957.14015 1355.95014 59 1125.46811 1072.99956 1787.20926 9112.92183 1447.69241 512 985.84761 9108.4927 1029.28505 231.55728 479.879 661.21855 83.9962 292.325 1885.98211 262.115 2928.99098 563.326 350.5661 1114.25 4114.95098 803.775 65.461
"TNFSF11" 2 0 1 0 0 12.0000005 4 5 4 46 1 11 55 10 1 7 0 1 0 21 27 0 39 15 131 6
"TNFSF12" 381.6895 443.99971 25 162 26.00003 20 89.999973 819.9998 61.1469 74.99995 12 29 48.99993 75.3982 26 12.3004 13 34.7474 25.7846 64.2116 53 198.336 41.9823 29.7461 240.35 22.2431
"TNFSF13" 506.84300147 780.9993 33.1687 140.00004 146 107.000023 1212.48032 825.00037 141.03073 188.99975 640.99996 81 104.00003 110.7799 66.0558 22.3879 12.99091489 71.0036 34.1357 556.8432 118.876 53.56959 413.92 308.3983 344.5759 113.4192
